id,short_name,year,title,authors,primary_category_code,source_url,scope_note,evidence_depth,reviewed_on,snapshot_membership
P121,EgoZero,2025,EgoZero: Robot Learning from Smart Glasses,Vincent Liu and Ademi Adeniji and Haotian Zhan and Siddhant Haldar and Raunaq Bhirangi and Pieter Abbeel and Lerrel Pinto,T,https://arxiv.org/abs/2505.20290,Smart-glasses human demonstration transfer to robot manipulation.,canonical primary-source metadata verified; abstract available in source_metadata.json,2026-09-20,baseline_163
P122,EgoBridge,2025,EgoBridge: Domain Adaptation for Generalizable Imitation from Egocentric Human Data,Ryan Punamiya and Dhruv Patel and Patcharapong Aphiwetsa and Pranav Kuppili and Lawrence Y. Zhu and Simar Kareer and Judy Hoffman and Danfei Xu,T,https://arxiv.org/abs/2509.19626,Domain adaptation for imitation using egocentric human data.,canonical primary-source metadata verified; abstract available in source_metadata.json,2026-09-20,baseline_163
P123,WatchAct,2026,WatchAct: A Benchmark for Behavior-Grounded Robot Manipulation,Baiqi Li and Ce Zhang and Yu Fang and Yue Yang and Shangzhe Li and Mingyu Ding and Gedas Bertasius,T,https://arxiv.org/abs/2606.26443,"Aligned human-action video and executable tasks with separated reasoning, oracle-plan execution, and full-pipeline evaluation.",primary metadata verified; complete abstract reviewed for this report,2026-09-20,baseline_163
P124,RoboReel,2026,"Monkey See, Can Monkey Do? A Benchmark for Evaluating Robot Skill Learning by Observation",Weiwei Gu and Anmol Gupta and Anant Sah and Ryan Varghese and Lalitha Shreya Vanam and Prabhath Adireddi and Peter Karkus and Nakul Gopalan,T,https://arxiv.org/abs/2609.08209,Human demonstration videos paired with simulated trajectories and environments for learning from observation.,primary metadata verified; complete abstract reviewed for this report,2026-09-20,baseline_163
P125,Open X-Embodiment,2023,Open X-Embodiment: Robotic Learning Datasets and RT-X Models,"Open X-Embodiment Collaboration and Abby O'Neill and Abdul Rehman and Abhinav Gupta and Abhiram Maddukuri and Abhishek Gupta and Abhishek Padalkar and Abraham Lee and Acorn Pooley and Agrim Gupta and Ajay Mandlekar and Ajinkya Jain and Albert Tung and Alex Bewley and Alex Herzog and Alex Irpan and Alexander Khazatsky and Anant Rai and Anchit Gupta and Andrew Wang and Andrey Kolobov and Anikait Singh and Animesh Garg and Aniruddha Kembhavi and Annie Xie and Anthony Brohan and Antonin Raffin and Archit Sharma and Arefeh Yavary and Arhan Jain and Ashwin Balakrishna and Ayzaan Wahid and Ben Burgess-Limerick and Beomjoon Kim and Bernhard Schölkopf and Blake Wulfe and Brian Ichter and Cewu Lu and Charles Xu and Charlotte Le and Chelsea Finn and Chen Wang and Chenfeng Xu and Cheng Chi and Chenguang Huang and Christine Chan and Christopher Agia and Chuer Pan and Chuyuan Fu and Coline Devin and Danfei Xu and Daniel Morton and Danny Driess and Daphne Chen and Deepak Pathak and Dhruv Shah and Dieter Büchler and Dinesh Jayaraman and Dmitry Kalashnikov and Dorsa Sadigh and Edward Johns and Ethan Foster and Fangchen Liu and Federico Ceola and Fei Xia and Feiyu Zhao and Felipe Vieira Frujeri and Freek Stulp and Gaoyue Zhou and Gaurav S. Sukhatme and Gautam Salhotra and Ge Yan and Gilbert Feng and Giulio Schiavi and Glen Berseth and Gregory Kahn and Guangwen Yang and Guanzhi Wang and Hao Su and Hao-Shu Fang and Haochen Shi and Henghui Bao and Heni Ben Amor and Henrik I Christensen and Hiroki Furuta and Homanga Bharadhwaj and Homer Walke and Hongjie Fang and Huy Ha and Igor Mordatch and Ilija Radosavovic and Isabel Leal and Jacky Liang and Jad Abou-Chakra and Jaehyung Kim and Jaimyn Drake and Jan Peters and Jan Schneider and Jasmine Hsu and Jay Vakil and Jeannette Bohg and Jeffrey Bingham and Jeffrey Wu and Jensen Gao and Jiaheng Hu and Jiajun Wu and Jialin Wu and Jiankai Sun and Jianlan Luo and Jiayuan Gu and Jie Tan and Jihoon Oh and Jimmy Wu and Jingpei Lu and Jingyun Yang and Jitendra Malik and João Silvério and Joey Hejna and Jonathan Booher and Jonathan Tompson and Jonathan Yang and Jordi Salvador and Joseph J. Lim and Junhyek Han and Kaiyuan Wang and Kanishka Rao and Karl Pertsch and Karol Hausman and Keegan Go and Keerthana Gopalakrishnan and Ken Goldberg and Kendra Byrne and Kenneth Oslund and Kento Kawaharazuka and Kevin Black and Kevin Lin and Kevin Zhang and Kiana Ehsani and Kiran Lekkala and Kirsty Ellis and Krishan Rana and Krishnan Srinivasan and Kuan Fang and Kunal Pratap Singh and Kuo-Hao Zeng and Kyle Hatch and Kyle Hsu and Laurent Itti and Lawrence Yunliang Chen and Lerrel Pinto and Li Fei-Fei and Liam Tan and Linxi ""Jim"" Fan and Lionel Ott and Lisa Lee and Luca Weihs and Magnum Chen and Marion Lepert and Marius Memmel and Masayoshi Tomizuka and Masha Itkina and Mateo Guaman Castro and Max Spero and Maximilian Du and Michael Ahn and Michael C. Yip and Mingtong Zhang and Mingyu Ding and Minho Heo and Mohan Kumar Srirama and Mohit Sharma and Moo Jin Kim and Muhammad Zubair Irshad and Naoaki Kanazawa and Nicklas Hansen and Nicolas Heess and Nikhil J Joshi and Niko Suenderhauf and Ning Liu and Norman Di Palo and Nur Muhammad Mahi Shafiullah and Oier Mees and Oliver Kroemer and Osbert Bastani and Pannag R Sanketi and Patrick ""Tree"" Miller and Patrick Yin and Paul Wohlhart and Peng Xu and Peter David Fagan and Peter Mitrano and Pierre Sermanet and Pieter Abbeel and Priya Sundaresan and Qiuyu Chen and Quan Vuong and Rafael Rafailov and Ran Tian and Ria Doshi and Roberto Martín-Martín and Rohan Baijal and Rosario Scalise and Rose Hendrix and Roy Lin and Runjia Qian and Ruohan Zhang and Russell Mendonca and Rutav Shah and Ryan Hoque and Ryan Julian and Samuel Bustamante and Sean Kirmani and Sergey Levine and Shan Lin and Sherry Moore and Shikhar Bahl and Shivin Dass and Shubham Sonawani and Shubham Tulsiani and Shuran Song and Sichun Xu and Siddhant Haldar and Siddharth Karamcheti and Simeon Adebola and Simon Guist and Soroush Nasiriany and Stefan Schaal and Stefan Welker and Stephen Tian and Subramanian Ramamoorthy and Sudeep Dasari and Suneel Belkhale and Sungjae Park and Suraj Nair and Suvir Mirchandani and Takayuki Osa and Tanmay Gupta and Tatsuya Harada and Tatsuya Matsushima and Ted Xiao and Thomas Kollar and Tianhe Yu and Tianli Ding and Todor Davchev and Tony Z. Zhao and Travis Armstrong and Trevor Darrell and Trinity Chung and Vidhi Jain and Vikash Kumar and Vincent Vanhoucke and Vitor Guizilini and Wei Zhan and Wenxuan Zhou and Wolfram Burgard and Xi Chen and Xiangyu Chen and Xiaolong Wang and Xinghao Zhu and Xinyang Geng and Xiyuan Liu and Xu Liangwei and Xuanlin Li and Yansong Pang and Yao Lu and Yecheng Jason Ma and Yejin Kim and Yevgen Chebotar and Yifan Zhou and Yifeng Zhu and Yilin Wu and Ying Xu and Yixuan Wang and Yonatan Bisk and Yongqiang Dou and Yoonyoung Cho and Youngwoon Lee and Yuchen Cui and Yue Cao and Yueh-Hua Wu and Yujin Tang and Yuke Zhu and Yunchu Zhang and Yunfan Jiang and Yunshuang Li and Yunzhu Li and Yusuke Iwasawa and Yutaka Matsuo and Zehan Ma and Zhuo Xu and Zichen Jeff Cui and Zichen Zhang and Zipeng Fu and Zipeng Lin",G,https://arxiv.org/abs/2310.08864,Cross-embodiment robot demonstration collection; pooled data is not a fixed common evaluation.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P126,DROID,2024,DROID: A Large-Scale In-The-Wild Robot Manipulation Dataset,Alexander Khazatsky and Karl Pertsch and Suraj Nair and Ashwin Balakrishna and Sudeep Dasari and Siddharth Karamcheti and Soroush Nasiriany and Mohan Kumar Srirama and Lawrence Yunliang Chen and Kirsty Ellis and Peter David Fagan and Joey Hejna and Masha Itkina and Marion Lepert and Yecheng Jason Ma and Patrick Tree Miller and Jimmy Wu and Suneel Belkhale and Shivin Dass and Huy Ha and Arhan Jain and Abraham Lee and Youngwoon Lee and Marius Memmel and Sungjae Park and Ilija Radosavovic and Kaiyuan Wang and Albert Zhan and Kevin Black and Cheng Chi and Kyle Beltran Hatch and Shan Lin and Jingpei Lu and Jean Mercat and Abdul Rehman and Pannag R Sanketi and Archit Sharma and Cody Simpson and Quan Vuong and Homer Rich Walke and Blake Wulfe and Ted Xiao and Jonathan Heewon Yang and Arefeh Yavary and Tony Z. Zhao and Christopher Agia and Rohan Baijal and Mateo Guaman Castro and Daphne Chen and Qiuyu Chen and Trinity Chung and Jaimyn Drake and Ethan Paul Foster and Jensen Gao and Vitor Guizilini and David Antonio Herrera and Minho Heo and Kyle Hsu and Jiaheng Hu and Muhammad Zubair Irshad and Donovon Jackson and Charlotte Le and Yunshuang Li and Kevin Lin and Roy Lin and Zehan Ma and Abhiram Maddukuri and Suvir Mirchandani and Daniel Morton and Tony Nguyen and Abigail O'Neill and Rosario Scalise and Derick Seale and Victor Son and Stephen Tian and Emi Tran and Andrew E. Wang and Yilin Wu and Annie Xie and Jingyun Yang and Patrick Yin and Yunchu Zhang and Osbert Bastani and Glen Berseth and Jeannette Bohg and Ken Goldberg and Abhinav Gupta and Abhishek Gupta and Dinesh Jayaraman and Joseph J Lim and Jitendra Malik and Roberto Martín-Martín and Subramanian Ramamoorthy and Dorsa Sadigh and Shuran Song and Jiajun Wu and Michael C. Yip and Yuke Zhu and Thomas Kollar and Sergey Levine and Chelsea Finn,G,https://arxiv.org/abs/2403.12945,Distributed real-world manipulation data.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P127,BridgeData V2,2023,BridgeData V2: A Dataset for Robot Learning at Scale,Homer Walke and Kevin Black and Abraham Lee and Moo Jin Kim and Max Du and Chongyi Zheng and Tony Zhao and Philippe Hansen-Estruch and Quan Vuong and Andre He and Vivek Myers and Kuan Fang and Chelsea Finn and Sergey Levine,G,https://arxiv.org/abs/2308.12952,Multi-scene manipulation dataset; useful training pool and held-out data design reference.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P128,RoboNet,2019,RoboNet: Large-Scale Multi-Robot Learning,Sudeep Dasari and Frederik Ebert and Stephen Tian and Suraj Nair and Bernadette Bucher and Karl Schmeckpeper and Siddharth Singh and Sergey Levine and Chelsea Finn,G,https://arxiv.org/abs/1910.11215,Multi-robot data for visual dynamics and transfer.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P129,RH20T,2023,RH20T: A Comprehensive Robotic Dataset for Learning Diverse Skills in One-Shot,Hao-Shu Fang and Hongjie Fang and Zhenyu Tang and Jirong Liu and Chenxi Wang and Junbo Wang and Haoyi Zhu and Cewu Lu,G,https://arxiv.org/abs/2307.00595,Multimodal robot skill demonstrations.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P130,ALOHA / ACT,2023,Learning Fine-Grained Bimanual Manipulation with Low-Cost Hardware,Tony Z. Zhao and Vikash Kumar and Sergey Levine and Chelsea Finn,G,https://arxiv.org/abs/2304.13705,Fine manipulation hardware and action-chunking imitation baseline.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P131,Mobile ALOHA,2024,Mobile ALOHA: Learning Bimanual Mobile Manipulation with Low-Cost Whole-Body Teleoperation,Zipeng Fu and Tony Z. Zhao and Chelsea Finn,G,https://arxiv.org/abs/2401.02117,Mobile bimanual long-task demonstration and learning.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P132,RT-1,2022,RT-1: Robotics Transformer for Real-World Control at Scale,Anthony Brohan and Noah Brown and Justice Carbajal and Yevgen Chebotar and Joseph Dabis and Chelsea Finn and Keerthana Gopalakrishnan and Karol Hausman and Alex Herzog and Jasmine Hsu and Julian Ibarz and Brian Ichter and Alex Irpan and Tomas Jackson and Sally Jesmonth and Nikhil J Joshi and Ryan Julian and Dmitry Kalashnikov and Yuheng Kuang and Isabel Leal and Kuang-Huei Lee and Sergey Levine and Yao Lu and Utsav Malla and Deeksha Manjunath and Igor Mordatch and Ofir Nachum and Carolina Parada and Jodilyn Peralta and Emily Perez and Karl Pertsch and Jornell Quiambao and Kanishka Rao and Michael Ryoo and Grecia Salazar and Pannag Sanketi and Kevin Sayed and Jaspiar Singh and Sumedh Sontakke and Austin Stone and Clayton Tan and Huong Tran and Vincent Vanhoucke and Steve Vega and Quan Vuong and Fei Xia and Ted Xiao and Peng Xu and Sichun Xu and Tianhe Yu and Brianna Zitkovich,G,https://arxiv.org/abs/2212.06817,Large-scale language-conditioned robot control baseline.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P133,RT-2,2023,RT-2: Vision-Language-Action Models Transfer Web Knowledge to Robotic Control,Anthony Brohan and Noah Brown and Justice Carbajal and Yevgen Chebotar and Xi Chen and Krzysztof Choromanski and Tianli Ding and Danny Driess and Avinava Dubey and Chelsea Finn and Pete Florence and Chuyuan Fu and Montse Gonzalez Arenas and Keerthana Gopalakrishnan and Kehang Han and Karol Hausman and Alexander Herzog and Jasmine Hsu and Brian Ichter and Alex Irpan and Nikhil Joshi and Ryan Julian and Dmitry Kalashnikov and Yuheng Kuang and Isabel Leal and Lisa Lee and Tsang-Wei Edward Lee and Sergey Levine and Yao Lu and Henryk Michalewski and Igor Mordatch and Karl Pertsch and Kanishka Rao and Krista Reymann and Michael Ryoo and Grecia Salazar and Pannag Sanketi and Pierre Sermanet and Jaspiar Singh and Anikait Singh and Radu Soricut and Huong Tran and Vincent Vanhoucke and Quan Vuong and Ayzaan Wahid and Stefan Welker and Paul Wohlhart and Jialin Wu and Fei Xia and Ted Xiao and Peng Xu and Sichun Xu and Tianhe Yu and Brianna Zitkovich,G,https://arxiv.org/abs/2307.15818,Web-to-robot knowledge transfer; method evidence does not imply universal embodiment.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P134,OpenVLA,2024,OpenVLA: An Open-Source Vision-Language-Action Model,Moo Jin Kim and Karl Pertsch and Siddharth Karamcheti and Ted Xiao and Ashwin Balakrishna and Suraj Nair and Rafael Rafailov and Ethan Foster and Grace Lam and Pannag Sanketi and Quan Vuong and Thomas Kollar and Benjamin Burchfiel and Russ Tedrake and Dorsa Sadigh and Sergey Levine and Percy Liang and Chelsea Finn,G,https://arxiv.org/abs/2406.09246,Open VLA baseline relevant to standardized training/evaluation tracks.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P135,Octo,2024,Octo: An Open-Source Generalist Robot Policy, Octo Model Team and Dibya Ghosh and Homer Walke and Karl Pertsch and Kevin Black and Oier Mees and Sudeep Dasari and Joey Hejna and Tobias Kreiman and Charles Xu and Jianlan Luo and You Liang Tan and Lawrence Yunliang Chen and Pannag Sanketi and Quan Vuong and Ted Xiao and Dorsa Sadigh and Chelsea Finn and Sergey Levine,G,https://arxiv.org/abs/2405.12213,Generalist policy with adaptation across robot setups.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P136,pi0,2024,$π_0$: A Vision-Language-Action Flow Model for General Robot Control,Kevin Black and Noah Brown and Danny Driess and Adnan Esmail and Michael Equi and Chelsea Finn and Niccolo Fusai and Lachy Groom and Karol Hausman and Brian Ichter and Szymon Jakubczak and Tim Jones and Liyiming Ke and Sergey Levine and Adrian Li-Bell and Mohith Mothukuri and Suraj Nair and Karl Pertsch and Lucy Xiaoyang Shi and James Tanner and Quan Vuong and Anna Walling and Haohuan Wang and Ury Zhilinsky,G,https://arxiv.org/abs/2410.24164,Generalist policy including complex manipulation; evaluate with declared training provenance.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P137,pi0.5,2025,$π_{0.5}$: a Vision-Language-Action Model with Open-World Generalization,Physical Intelligence and Kevin Black and Noah Brown and James Darpinian and Karan Dhabalia and Danny Driess and Adnan Esmail and Michael Equi and Chelsea Finn and Niccolo Fusai and Manuel Y. Galliker and Dibya Ghosh and Lachy Groom and Karol Hausman and Brian Ichter and Szymon Jakubczak and Tim Jones and Liyiming Ke and Devin LeBlanc and Sergey Levine and Adrian Li-Bell and Mohith Mothukuri and Suraj Nair and Karl Pertsch and Allen Z. Ren and Lucy Xiaoyang Shi and Laura Smith and Jost Tobias Springenberg and Kyle Stachowicz and James Tanner and Quan Vuong and Homer Walke and Anna Walling and Haohuan Wang and Lili Yu and Ury Zhilinsky,G,https://arxiv.org/abs/2504.16054,Open-world generalization policy evidence; not itself a neutral benchmark.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P138,Diffusion Policy,2023,Diffusion Policy: Visuomotor Policy Learning via Action Diffusion,Cheng Chi and Zhenjia Xu and Siyuan Feng and Eric Cousineau and Yilun Du and Benjamin Burchfiel and Russ Tedrake and Shuran Song,G,https://arxiv.org/abs/2303.04137,Important visuomotor baseline for continuous and multimodal actions.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P139,R3M,2022,R3M: A Universal Visual Representation for Robot Manipulation,Suraj Nair and Aravind Rajeswaran and Vikash Kumar and Chelsea Finn and Abhinav Gupta,G,https://arxiv.org/abs/2203.12601,Human-video representations transferred to downstream robot tasks.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P140,VIP,2022,VIP: Towards Universal Visual Reward and Representation via Value-Implicit Pre-Training,Yecheng Jason Ma and Shagun Sodhani and Dinesh Jayaraman and Osbert Bastani and Vikash Kumar and Amy Zhang,G,https://arxiv.org/abs/2210.00030,Video-based representation/reward learning; useful baseline for visual progress.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P141,HoloAssist,2023,HoloAssist: an Egocentric Human Interaction Dataset for Interactive AI Assistants in the Real World,Xin Wang and Taein Kwon and Mahdi Rad and Bowen Pan and Ishani Chakraborty and Sean Andrist and Dan Bohus and Ashley Feniello and Bugra Tekin and Felipe Vieira Frujeri and Neel Joshi and Marc Pollefeys,C,https://arxiv.org/abs/2309.17024,Collaborative task assistance with first-person multimodal signals.,primary metadata verified; complete abstract reviewed for this report,2026-09-20,baseline_163
P142,Habitat 3.0,2023,"Habitat 3.0: A Co-Habitat for Humans, Avatars and Robots",Xavier Puig and Eric Undersander and Andrew Szot and Mikael Dallaire Cote and Tsung-Yen Yang and Ruslan Partsey and Ruta Desai and Alexander William Clegg and Michal Hlavac and So Yeon Min and Vladimír Vondruš and Theophile Gervet and Vincent-Pierre Berges and John M. Turner and Oleksandr Maksymets and Zsolt Kira and Mrinal Kalakrishnan and Jitendra Malik and Devendra Singh Chaplot and Unnat Jain and Dhruv Batra and Akshara Rai and Roozbeh Mottaghi,C,https://arxiv.org/abs/2310.13724,Human-robot collaboration and shared environments.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P143,PARTNR,2024,PARTNR: A Benchmark for Planning and Reasoning in Embodied Multi-agent Tasks,Matthew Chang and Gunjan Chhablani and Alexander Clegg and Mikael Dallaire Cote and Ruta Desai and Michal Hlavac and Vladimir Karashchuk and Jacob Krantz and Roozbeh Mottaghi and Priyam Parashar and Siddharth Patki and Ishita Prasad and Xavier Puig and Akshara Rai and Ram Ramrakhya and Daniel Tran and Joanne Truong and John M. Turner and Eric Undersander and Tsung-Yen Yang,C,https://arxiv.org/abs/2411.00081,Collaborative household planning and execution.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P144,CAP / EgoGym,2026,Contact-Anchored Policies: Contact Conditioning Creates Strong Robot Utility Models,Zichen Jeff Cui and Omar Rayyan and Haritheja Etukuru and Bowen Tan and Zavier Andrianarivo and Zicheng Teng and Yihang Zhou and Krish Mehta and Nicholas Wojno and Kevin Yuanbo Wu and Manan H Anjaria and Ziyuan Wu and Manrong Mao and Guangxun Zhang and Binit Shah and Yejin Kim and Soumith Chintala and Lerrel Pinto and Nur Muhammad Mahi Shafiullah,T,https://arxiv.org/abs/2602.09017,Contact-conditioned robot utility policies; EgoGym is a simulation benchmark for three fundamental manipulation skills.,primary metadata verified; complete abstract reviewed for this report,2026-09-20,baseline_163
P145,NIABench,2026,Assistance Without Interruption: A Benchmark and LLM-based Framework for Non-Intrusive Human-Robot Assistance,Yuedi Zhang and Shuanghao Bai and Wanqi Zhou and Haoran Zhang and Qi Zhang and Zhirong Luan and Badong Chen,C,https://arxiv.org/abs/2605.01368,Non-intrusive assistance jointly evaluates when to help and what to do.,primary metadata verified; complete abstract reviewed for this report,2026-09-20,baseline_163
P146,DexH2R,2025,DexH2R: A Benchmark for Dynamic Dexterous Grasping in Human-to-Robot Handover,Youzhuo Wang and Jiayi Ye and Chuyang Xiao and Yiming Zhong and Heng Tao and Hang Yu and Yumeng Liu and Jingyi Yu and Yuexin Ma,C,https://arxiv.org/abs/2506.23152,Dynamic dexterous human-to-robot handover dataset and evaluation.,primary metadata verified; complete abstract reviewed for this report,2026-09-20,baseline_163
P147,HRIBench,2026,HRIBench: Benchmarking Interaction-Centric Human-Robot Collaboration,Chang Liu and Jiawei Zhang and Tao Zhang and Ye Wang and Hongyu Zhou and Qin Jin,C,https://arxiv.org/abs/2607.13056,"Executable interaction scenarios with instructor, collaborator, and intruder roles; sim-to-real adaptation study.",primary metadata verified; complete abstract reviewed for this report,2026-09-20,baseline_163
P148,Assistax,2025,Assistax: A Multi-Agent Hardware-Accelerated Reinforcement Learning Benchmark for Assistive Robotics,Leonard Hinckeldey and Elliot Fosong and Rimvydas Rubavicius and Elle Miller and Trevor McInroe and Fan Zhang and Patricia Wollstadt and Stefano V. Albrecht and Subramanian Ramamoorthy,C,https://arxiv.org/abs/2507.21638,Assistive robotics with multi-agent accelerated reinforcement-learning evaluation.,primary metadata verified; complete abstract reviewed for this report,2026-09-20,baseline_163
P149,V-JEPA 2,2025,"V-JEPA 2: Self-Supervised Video Models Enable Understanding, Prediction and Planning",Mido Assran and Adrien Bardes and David Fan and Quentin Garrido and Russell Howes and  Mojtaba and  Komeili and Matthew Muckley and Ammar Rizvi and Claire Roberts and Koustuv Sinha and Artem Zholus and Sergio Arnaud and Abha Gejji and Ada Martin and Francois Robert Hogan and Daniel Dugas and Piotr Bojanowski and Vasil Khalidov and Patrick Labatut and Francisco Massa and Marc Szafraniec and Kapil Krishnakumar and Yong Li and Xiaodong Ma and Sarath Chandar and Franziska Meier and Yann LeCun and Michael Rabbat and Nicolas Ballas,W,https://arxiv.org/abs/2506.09985,Predictive representations with planning evaluation; video prediction quality and control utility differ.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P150,DreamDojo,2026,DreamDojo: A Generalist Robot World Model from Large-Scale Human Videos,"Shenyuan Gao and William Liang and Kaiyuan Zheng and Ayaan Malik and Seonghyeon Ye and Sihyun Yu and Wei-Cheng Tseng and Yuzhu Dong and Kaichun Mo and Chen-Hsuan Lin and Qianli Ma and Seungjun Nah and Loic Magne and Jiannan Xiang and Yuqi Xie and Ruijie Zheng and Dantong Niu and You Liang Tan and K. R. Zentner and George Kurian and Suneel Indupuru and Pooya Jannaty and Jinwei Gu and Jun Zhang and Jitendra Malik and Pieter Abbeel and Ming-Yu Liu and Yuke Zhu and Joel Jang and Linxi ""Jim"" Fan",W,https://arxiv.org/abs/2602.06949,Robot world model using human video; assess action-conditioned fidelity and task utility separately.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P151,H2R-Bench,2026,H2R-Bench: Benchmarking Human-to-Robot Manipulation Video Generation in World Models,Dingyi Rong and Yue Shi and Chaofan Ma and Jiezhang Cao and Zongrui Wang and Zeyu Zhang and Yao Mu and Guangtao Zhai and Ning Liu,W,https://arxiv.org/abs/2608.13049,Human-to-robot video generation benchmark; rendered goal completion does not establish physical execution.,primary metadata verified; complete abstract reviewed for this report,2026-09-20,baseline_163
P152,RoboWM-Bench,2026,RoboWM-Bench: A Benchmark for Evaluating World Models in Robotic Manipulation,Feng Jiang and Yang Chen and Kyle Xu and Yuchen Liu and Haifeng Wang and Zhenhao Shen and Jasper Lu and Shengze Huang and Yuanfei Wang and Chen Xie and Ruihai Wu,W,https://arxiv.org/abs/2604.19092,Converts generated videos to embodied actions and evaluates physical executability in simulation.,primary metadata verified; complete abstract reviewed for this report,2026-09-20,baseline_163
P153,EgoExo-Gen,2025,EgoExo-Gen: Ego-centric Video Prediction by Watching Exo-centric Videos,Jilan Xu and Yifei Huang and Baoqi Pei and Junlin Hou and Qingqiu Li and Guo Chen and Yuejie Zhang and Rui Feng and Weidi Xie,W,https://arxiv.org/abs/2504.11732,Egocentric video prediction from exocentric observations.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P154,Hand-conditioned ego predictive model,2025,Ego-centric Predictive Model Conditioned on Hand Trajectories,Binjie Zhang and Mike Zheng Shou,W,https://arxiv.org/abs/2508.19852,Egocentric predictive model conditioned on hand trajectories.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P155,EgoExo-WM,2026,EgoExo-WM: Unlocking Exo Video for Ego World Models,Danny Tran and Roberto Martín-Martín and Kristen Grauman,W,https://arxiv.org/abs/2605.15477,Exocentric video for egocentric world modeling.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P156,Egocentric survey,2025,Challenges and Trends in Egocentric Vision: A Survey,Xiang Li and Heqian Qiu and Lanxiao Wang and Hanwen Zhang and Chenghao Qi and Linfeng Han and Huiyu Xiong and Hongliang Li,S,https://arxiv.org/abs/2503.15275,Broad egocentric vision survey used for discovery and scope checks.,canonical primary-source metadata verified; abstract available in source_metadata.json,2026-09-20,baseline_163
P157,Human-video robot learning survey,2026,Robot Learning from Human Videos: A Survey,Junyi Ma and Erhang Zhang and Haoran Yang and Ditao Li and Chenyang Xu and Guangming Wang and Hesheng Wang,S,https://arxiv.org/abs/2604.27621,Survey of human-video robot learning; discovery/reference role rather than an executable benchmark.,canonical primary-source metadata verified; abstract available in source_metadata.json,2026-09-20,baseline_163
P158,VLA benchmark survey,2026,"Vision-Language-Action in Robotics: A Survey of Datasets, Benchmarks, and Data Engines",Ziyao Wang and Bingying Wang and Hanrong Zhang and Tingting Du and Tianyang Chen and Guoheng Sun and Yexiao He and Zheyu Shen and Wanghao Ye and Ang Li,S,https://arxiv.org/abs/2604.23001,"Survey of datasets, benchmarks, and data engines for VLA robotics.",canonical primary-source metadata verified; abstract available in source_metadata.json,2026-09-20,baseline_163
P159,tinyBenchmarks,2024,tinyBenchmarks: evaluating LLMs with fewer examples,Felipe Maia Polo and Lucas Weber and Leshem Choshen and Yuekai Sun and Gongjun Xu and Mikhail Yurochkin,S,https://arxiv.org/abs/2402.14992,Item-response/adaptive-evaluation inspiration; applying it to robotics is a proposal.,primary metadata verified; complete abstract reviewed for this report,2026-09-20,baseline_163
P160,Rliable,2021,Deep Reinforcement Learning at the Edge of the Statistical Precipice,Rishabh Agarwal and Max Schwarzer and Pablo Samuel Castro and Aaron Courville and Marc G. Bellemare,S,https://arxiv.org/abs/2108.13264,Statistical evaluation methodology; supports confidence intervals and robust aggregates.,primary metadata verified; complete abstract reviewed for this report,2026-09-20,baseline_163
P161,First-person prediction survey,2021,Predicting the Future from First Person (Egocentric) Vision: A Survey,Ivan Rodin and Antonino Furnari and Dimitrios Mavroedis and Giovanni Maria Farinella,S,https://arxiv.org/abs/2107.13411,Dedicated survey of forecasting from first-person vision.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P162,Egocentric hands survey,2019,Analysis of the hands in egocentric vision: A survey,Andrea Bandini and José Zariffa,S,https://arxiv.org/abs/1912.10867,Survey of hand analysis in first-person vision.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
